;area;house_price;rooms;street_name;zipcode
136;66;200000;3 ;Overveenstraat 41;1024 VW
137;94;500000;4 ;Stuurmankade 10;1019 KR
138;63;235000;2 ;Dinarpromenade 20;1060 SH
139;103;439000;4 ;Hoofdweg 891;1055 SC
140;51;300000;2 ;Haarlemmerweg 149 3;1051 KX
141;209;1150000;7 ;Da Costakade 61 hs;1053 WG
142;134;439000;4 ;Ardennenlaan 180;1066 SE
143;58;325000;3 ;Tweede Atjehstraat 50 -II;1094 LJ
144;108;575000;4 ;Timorplein 1 -C;1094 CB
145;36;285000;2 ;Spuistraat 42 II;1012 TV
146;210;1700000;5 ;Swammerdamstraat 38 K;1091 RV
147;210;1700000;5 ;Swammerdamstraat 38 K;1091 RV
148;224;1495000;8 ;Jan van Eijckstraat 16 BV;1077 LK
149;48;250000;2 ;Charlotte de Bourbonstraat 1 3;1055 WN
150;79;195000;4 ;Scherpenzeelstraat 191;1107 HV
151;58;349000;3 ;Hunzestraat 113 I;1079 VX
152;77;495000;2 ;Driehoekstraat 64;1015 GL
153;85;250000;4 ;Ladogameerhof 303;1060 RG
154;42;275000;2 ;Rozenstraat 213 H-rv;1016 NT
155;50;279000;2 ;John Franklinstraat 17 3;1056 SW
156;54;265000;2 ;Weerdestein 148;1083 GK
157;57;175000;2 ;Wethouder Insingerstraat 9;1107 XA
158;98;365000;3 ;Nachtwachtlaan 461;1058 ER
159;110;795000;4 ;Leonardostraat 2 hs;1077 EV
160;64;429000;3 ;Waalstraat 99 I;1079 DS
161;70;460000;2 ;Overtoom 491;1054 LG
162;140;1350000;4 ;Herengracht 392 C;1016 CJ
163;36;185000;1 ;Sumatrastraat 217 E;1095 HN
164;158;995000;5 ;Herengracht 248 F;1016 BV
165;74;500000;3 ;Keizersgracht 118 hs;1015 CW
166;66;450000;3 ;Rapenburg 12 II;1011 TX
167;105;500000;4 ;KNSM-laan 639;1019 LH
168;75;360000;4 ;Zuid-Hollandstraat 130 2;1082 EN
169;108;650000;4 ;Afroditekade 134 + PP;1076 DZ
170;135;725000;3 ;Purperhoedenveem 50;1019 HM
171;74;450000;3 ;Amstelveenseweg 55 -2;1075 VT
172;127;1295000;4 ;Vondelstraat 68 -3;1054 GG
173;83;550000;2 ;Zocherstraat 29 -I;1054 LR
174;127;925000;3 ;Derde Oosterparkstraat 68 -hs;1091 KA
175;144;895000;7 ;Kloveniersburgwal 127;1011 KD
176;50;275000;2 ;Parnassusweg 117;1077 DE
177;36;279000;2 ;Hekelveld 4 -1;1012 SN
178;275;1800000;6 ;Prinsengracht 1031 1035;1017 KP
179;80;585000;3 ;Kinkerstraat 246 B;1053 GA
180;127;750000;6 ;Minervaplein 5 5-A;1077 TG
181;81;950000;4 ;Singel 196 F;1016 AA
182;164;950000;5 ;Eerste Helmersstraat 154 II;1054 EJ
183;102;286000;4 ;Jisperveldstraat 151;1024 AH
184;117;575000;3 ;KNSM-laan 34;1019 LL
185;52;320000;2 ;Kerkstraat 46 A;1017 GM
186;100;420000;3 ;Nachtwachtlaan 340;1058 EM
187;110;700000;3 ;Nieuwe Keizersgracht 61 C;1018 VD
188;136;900000;3 ;Herengracht 202 D;1016 BS
189;87;249000;4 ;Liendenhof 127;1108 HG
190;81;249000;3 ;Raoul Wallenbergstraat 125;1102 AX
191;131;930000;3 ;Leidsekade 61 III;1016 CX
192;113;800000;4 ;Nieuwmarkt 7 C;1011 JP
193;113;570000;4 ;Sint Willibrordusstraat 48 BG;1073 VC
194;70;425000;3 ;Rhijnvis Feithstraat 50 -II;1054 VA
195;96;749000;6 ;Stadhouderskade 62 4;1072 AD
196;122;950000;4 ;Zwanenburgwal 272;1011 JH
197;78;450000;3 ;Willem de Zwijgerlaan 335 3.;1055 RB
198;87;435000;3 ;Windroosplein 20;1018 ZW
199;100;469000;5 ;Henkenshage 3 c;1083 BX
200;61;349000;3 ;Rijnstraat 62 4;1079 HJ
201;123;899000;6 ;Kromme Waal 8;1011 BS
202;141;375000;5 ;Valutaboulevard 14;1060 RX
203;117;799000;4 ;Stadionweg 206 -I;1077 TD
204;123;899000;6 ;Prins Hendrikkade 107 -III;1011 AJ
205;67;499000;3 ;Sarphatistraat 87 F;1018 EZ
206;106;975000;3 ;Gustav Mahlerlaan 230;1082 ME
207;190;1118806 von;4 ;State Amsterdam bouwnummer 263;1096 AK
208;53;350000;2 ;Nieuwe Herengracht 123 -IV;1011 SC
209;74;425000;3 ;Jacob Burggraafstraat 23;1018 WA
210;61;460000;2 ;Rapenburg 78;1011 TZ
211;195;2500000 von;5 ;Banstraat 25 /b;1071 JW
212;71;219000;3 ;Fokkezeil 47;1034 MV
213;85;189500;3 ;Emmeline Pankhurststraat 21;1103 MN
214;49;300000;3 ;Lijnbaansgracht 233;1017 PH
215;201;1475000;10 ;Zanddwarsstraat 1 boven;1011 HM
216;110;375000; ;Brusselsingel 23;1066 JX
217;141;565000;5 ;Talbotstraat 7;1087 CN
218;84;325000; ;Pasubio 13;1060 PD
219;94;319500;3 ;Irawan Soejonostraat 21;1069 PG
220;120;600000;6 ;Wijkergouw 7;1023 NV
221;272;2900000;9 ;Stadionweg 2;1077 SM
222;81;485000;4 ;Durgerdammerdijk 132;1026 CH
