;area;house_price;rooms;street_name;zipcode
146;51;240000;3 ;Ernest Staesstraat 29 I;1061 CB
147;103;265000;4 ;Ilperveldstraat 138;1024 PL
148;73;375000;2 ;Eemsstraat 27 II/III;1079 TC
149;130;699000;4 ;Nassaukade 32 III+IV;1052 CK
150;76;349500;3 ;Middenweg 113 A4;1098 AJ
151;50;300000;2 ;Woestduinstraat 104 I;1059 SW
152;45;250000;2 ;Gillis van Ledenberchstraat 17 II;1052 TX
153;28;125000;1 ;Jisperveldstraat 441;1024 AW
154;117;799000;4 ;Wilhelminastraat 40 hs+I;1054 WJ
155;38;210000;2 ;Kraijenhoffstraat 28 -II;1018 RL
156;54;399000;2 ;Prins Hendrikkade 81 D;1012 AE
157;165;629000;5 ;Noorderakerweg 92;1069 LW
158;72;325000;3 ;Boeroestraat 62;1095 VS
159;61;162000;2 ;Wamelplein 78;1106 DR
160;67;189000;3 ;Barbusselaan 406;1102 VB
161;83;395000;4 ;Krugerstraat 21 D;1091 LC
162;49;249500;2 ;Riouwstraat 99 D;1094 XL
163;56;325000;3 ;Karel Doormanstraat 145 III;1055 VE
164;339;3250000; ;Keizersgracht 411;1016 EL
165;32;165000;1 ;Bos en Lommerplantsoen 13 B;1055 AA
166;42;235000;2 ;Eerste Oosterparkstraat 174 -H;1091 HJ
167;65;300000;3 ;Orteliusstraat 290 huis;1056 PN
168;53;285000;2 ;Tweede Egelantiersdwarsstraat 65;1015 SB
169;49;275000;3 ;Valkenburgerstraat 128 2;1011 NA
170;115;700000;3 ;Kanaalstraat 22 III+IV;1054 XH
171;168;795000;9 ;Genhoes 17;1082 BC
172;50;300000;2 ;Govert Flinckstraat 12;1072 EJ
173;81;349000;3 ;Rietlandpark 217;1019 DV
174;56;335000;2 ;Blasiusstraat 98 E;1091 CX
175;69;250000;4 ;Winkler Prinshof 10 -III;1065 XL
176;83;450000;3 ;Nieuwpoortstraat 86 D-16;1055 RZ
177;39;299000;2 ;Wibautstraat 52 B;1091 GN
178;46;239000;2 ;Houtrijkstraat 385;1013 VB
179;69;400000;3 ;Haarlemmermeerstraat 59 /I;1058 JR
180;114;495000;3 ;Carolina MacGillavrylaan 59;1098 XA
181;63;475000;3 ;Vincent van Goghstraat 18 -A;1072 KN
182;66;339000;4 ;Lord Kelvinstraat 8 II;1098 SE
183;80;399000;3 ;Marcantilaan 432;1051 MK
184;95;259000;5 ;Wethouder In 't Veldstraat 39;1107 AW
185;48;250000;2 ;Linnaeusstraat 52 II;1092 CM
186;80;225000;4 ;Sinjeur Semeynsstraat 54 -II;1061 GL
187;168;1650000;0 7 ;Prinsengracht 26;1015 DW
188;103;750000;3 ;Prinsengracht 305 E;1016 GX
189;108;495000;6 ;Sluispad 3;1109 AR
190;75;300000; ;Hoornsestraat 34;1023 XB
191;108;295000;5 ;Jan Springerhof 34;1067 LH
192;100;359000;4 ;Kinrooistraat 47;1066 LC
193;109;342500;5 ;M. Gandhilaan 127;1069 NC
194;98;290000; ;Gerardus van der Groeplaan 19;1035 TL
195;125;425000; ;Frambozenstraat 45;1033 SX
196;107;550000;4 ;Henri Zagwijnstraat 6 2;1077 XP
197;67;440000;3 ;Van Woustraat 107 IV;1074 AG
198;113;795000;4 ;Zocherstraat 56 IV;1054 MA
199;68;375000;3 ;Van Bossestraat 91 hs;1051 JW
200;60;275000;2 ;Carolina MacGillavrylaan 134;1098 XA
201;58;300000;3 ;Sassenheimstraat 18 -1;1059 BG
202;70;370000;2 ;Nieuwevaart 206;1018 ZN
203;44;275000;2 ;Bankastraat 56 A;1094 EH
204;59;300000;3 ;Zaanstraat 261;1013 RZ
205;45;250000;2 ;Ten Katestraat 51 IV;1053 BX
206;82;400000;3 ;Chasséstraat 79 -III;1057 JA
207;82;310000;3 ;Theo Frenkelhof 106;1087 KD
208;74;485000;3 ;Orteliusstraat 242 HS;1056 PJ
209;54;285000;2 ;H.J.M. Walenkampstraat 64;1019 EC
210;127;699000;6 ;Tweede Oosterparkstraat 271;1092 BN
211;36;275000;2 ;Kattengat 8 D;1012 SZ
212;70;425000;4 ;Buiten Oranjestraat 15 2;1013 HX
213;81;225000;3 ;Pieter Calandlaan 243;1068 ND
214;39;225000;2 ;Van Hogendorpstraat 110 I;1051 BV
215;114;550000;3 ;Warmondstraat 150 huis;1058 LA
216;75;389000;3 ;Admiraal De Ruijterweg 351 C;1055 MA
217;60;375000;2 ;Hectorstraat 27 1;1076 PN
218;68;375000;3 ;Kijkduinstraat 5 3;1055 XP
219;59;399000;2 ;Rhijnvis Feithstraat 44 H;1054 VA
220;59;150000;2 ;Dickenslaan 37;1102 XN
221;85;399000;3 ;Conradstraat 88;1018 NK
